Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TEGNA Inc,ELRR-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV4,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-DEV6,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"THE VANGUARD GROUP, INC.",ENQU-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC-DEV6,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC-DEV7,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,TTX Company,EJJC-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Tallgrass MLP Operations, LLC",EPIX,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Tallgrass MLP Operations, LLC",EPIX-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Tallgrass MLP Operations, LLC",EPIX-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Telus Communications Inc,EVUI,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Telus Communications Inc,EVUI-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Telus Communications Inc,EVUI-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Bank Of Nova Scotia,EGZM,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Bank Of Nova Scotia,EGZM-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Bank Of Nova Scotia,EGZM-DEV2,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Bank Of Nova Scotia,EGZM-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Church of Jesus Christ of Latter-day Saints,EPEJ-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Crown in right of the State of Victoria as represented by its Department of Transport,EMLG,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Crown in right of the State of Victoria as represented by its Department of Transport,EMLG-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Crown in right of the State of Victoria as represented by its Department of Transport,EMLG-DEV17,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Crown in right of the State of Victoria as represented by its Department of Transport,EMLG-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Crown in right of the State of Victoria as represented by its Department of Transport,EMLG-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-DEV4,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-DEV8,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-DEV9,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Guinness Partnership Limited,EOBN-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV10,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV11,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV23,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV24,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV25,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV26,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV4,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV6,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV7,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV8,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-DEV9,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EVLF-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EWFP,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EWFP-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EWFP-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Hertz Corporation,EWFP-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The State of Victoria acting through and represented by Victoria Police referred to as Police Department (Vic),EJZE,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The State of Victoria acting through and represented by Victoria Police referred to as Police Department (Vic),EJZE-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The State of Victoria acting through and represented by Victoria Police referred to as Police Department (Vic),EJZE-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-DEV2,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-DEV3,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-DEV4,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-DEV5,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,ETUH-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX-DEV10,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX-DEV12,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX-DEV9,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBX-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HBBXDEV-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,The Toronto - Dominion Bank,HCCW-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EGDY,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EGDY-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EGDY-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EGDY-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EWSC,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EWSC-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Trane Technologies Company LLC,EWSC-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Travis Perkins Trading Company Limited,EUBP,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Travis Perkins Trading Company Limited,EUBP-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Travis Perkins Trading Company Limited,EUBP-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Travis Perkins Trading Company Limited,EUBP-DEV5,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Travis Perkins Trading Company Limited,EUBP-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Treasury Corporation of Victoria,EPRN,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Treasury Corporation of Victoria,EPRN-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",EAL,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",ECL,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",EEL,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",EFL,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",HDHC-DEV2,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",HDMS-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",VDF,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",VIF,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"UBS Business Solutions AG, UK Branch",VPF,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV4,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV6,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV7,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-DEV8,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,UNITED PARCEL SERVICE OASIS SUPPLY CORPORATION,EIIY-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECAA-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECPN,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ECPN-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ESTM,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ESTM-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ESTM-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ESTM-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,United Nations Development Programme,ESTM-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,VEON Ltd.,EGHW-DEV5,eu-frankfurt-1
